ManufacturerName,Distribution Name,SKU Code,SKU Manufacturer Code,SKU Description,Units In Carton,AWS in Units,AWS Adjusted,MSL in Units,Available Total Units,Total buying Amount,Live Cartons,Live Units,Live Total Units,Live Total buying Amount,SKUDescription,AWSQty,BusinessUnitName,LTDS_Amount,BrandName,Sale,Ctn,SCD,LastOrderDateSKU,LastOrderDateManu,OOS,SKU Category,totalsku,lastpurday,type,OdrDat,OdrQty,OdrValue,AWSActiveAmt,AWSActive,AWSAtvPcs,TopSKU,AllowSec,AllowPri,MasterSKUDescription,MTD,MasterSKUCode,tags,Shown in App,TGT,TGTskulevel,MRP,top15,SubCategoryName,desc,SubCatNew
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU11438,1770200,Lemon Max Bar 265gm (MRP 62),48,1430,1148,0,4,233.07,0,0,0,0,Lemon Max Bar 265gm (MRP 62),19,Home & Personal Care,54441,Lemon Max,233.07,0,0,15,5,5,Home Care,1,15,Alpha,,,,66134,23,1126,,,,LEMON MAX BAR 270G,65487,MSKU05361,ST001-Core,No,3000000,226750,SKU11438 MRP-[62],Top15-SubCat,Kitchen Cleaners,Lemon Max Bar 265gm,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU13626,1770200,Lemon Max Bar 265gm,48,2875,1148,0,5,282.84,0,5,5,282.84,Lemon Max Bar 265gm,0,Home & Personal Care,1,Lemon Max,0,0,1980,32,5,,Home Care,1,32,Alpha,,,,66134,23,1126,,No,No,LEMON MAX BAR 270G,51591,MSKU05361,,No,3000000,226750,SKU13626 MRP-[62],Top15-SubCat,Kitchen Cleaners,Lemon Max Bar 265gm,Lemon Max
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06008,1760683,Express Power 30gm Sachet 1x6,240,12,1512,0,2,17.71,0,2,2,17.71,Express Power 30gm Sachet 1x6,0,Home & Personal Care,1,Express,0,0,124,132,5,,Home Care,1,132,Alpha,,,,15882,7,1686,,,No,EXPRESS POWER 45 GM,,MSKU05357,ST001-Core,No,3000000,14270,SKU06008 MRP-[10],,Detergents,Express Power 30gm Sachet 1x6,Express
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12945,1760672,Express Power Sachet x6,288,2850,1512,0,0,0,0,0,0,0,Express Power Sachet x6,0,Home & Personal Care,1,Express,0,0,0,49,5,28,Home Care,1,49,Alpha,,,,15882,6,1686,,,,EXPRESS POWER 45 GM,,MSKU05357,ST001-Core,No,3000000,14270,SKU12945 MRP-[10],,Detergents,Express Power 30gm Sachet 1x6,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU11188,SKU11188,Bonus Tristar Sachet 1x6 (Rs. 10),192,22050,4284,0,778,7192.3,0,106,106,979.93,Bonus Tristar Sachet 1x6 (Rs. 10),20,Home & Personal Care,35887,Bonus,6212.37,0,0,5,5,,Home Care,1,5,Alpha,45103,40,71536,47054,26,5010,Core,,,Bonus Active 65 gm,86327,MSKU03424,ST001-Core,Yes,3000000,173073,SKU11188 MRP-[10],,Detergents,Bonus Tristar Sachet 1x6 (Rs. 10),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12465,1760617,Brite Maximum Power 1000gm (MRP 550),12,840,147,0,0,0,0,0,0,0,Brite Maximum Power 1000gm (MRP 550),8,Home & Personal Care,48482,Brite,0,0,0,49,5,5,Home Care,1,49,Alpha,45103,35,217176,77117,12,148,Core,,,Brite Maximum Power 1000 gm - Relaunch,173971,MSKU05243,ST001-Core,No,3000000,303859,SKU12465 MRP-[550],,Detergents,Brite Maximum Power 1000gm (MRP 580),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU10599,SKU10599,Max super bar 110g,48,5761,1631,0,0,0,0,0,0,0,Max super bar 110g,0,Home & Personal Care,1,Lemon Max,0,0,0,31,5,19,Home Care,1,31,Alpha,,,,61331,47,2249,,,,Max super bar 110G,34055,MSKU08712,,No,3000000,140811,SKU10599 MRP-[27],Top15-SubCat,Kitchen Cleaners,Max super bar 110g,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12234,SKU12234,Max Liquid 275 ml HDP bottle (MRP 170),24,1652,322,0,161,25229.12,4,14,110,17237.29,Max Liquid 275 ml HDP bottle (MRP 170),7,Home & Personal Care,28440,Lemon Max,7991.83,4,4,5,5,,Home Care,1,5,Alpha,45103,35,131629,70947,19,449,Core,,,Max Liquid 275 ml HDP bottle,94838,MSKU05401,ST001-Core,Yes,3000000,164656,SKU12234 MRP-[170],Top15-SubCat,Kitchen Cleaners,Max Liquid 275 ml HDP bottle (MRP 170),Lemon Max
Morinaga,Jugnu Fulfillment Centre - Islamabad,SKU04555,4902720087698,BF2 Follow up Formula Milk 400 gm,24,120,35,0,0,0,0,0,0,0,BF2 Follow up Formula Milk 400 gm,1,Packaged Foods,63027,Morinaga,0,0,0,20,20,6,Nutrition,1,20,Alpha,,,,92116,2,38,Core,,,BF2-400 GM Infant Formula Milk,113932,MSKU03897,,No,3000000,506379,SKU04555 MRP-[2550],,Baby Nutrition,BF2 Follow up Formula Milk 400 gm,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU13354,1770454,Lemon Max Bar Bachat Pack 530gm (MRP 123),24,720,210,0,0,0,0,0,0,0,Lemon Max Bar Bachat Pack 530gm (MRP 123),2,Home & Personal Care,4311,Lemon Max,0,0,0,31,5,5,Home Care,1,31,Alpha,,,,24253,9,208,,,No,LEMON MAX BAR BACHAT PACK 540G (24PCS),56284,MSKU05364,ST001-Core,No,3000000,75108,SKU13354 MRP-[123],Top15-SubCat,Kitchen Cleaners,Lemon Max Bar Bachat Pack 530gm (MRP 123),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06051,1770981,Max Liquid Bottle 170ml,48,0,371,0,0,0,0,0,0,0,Max Liquid Bottle 170ml,0,Home & Personal Care,1,Lemon Max,0,0,0,76,5,58,Home Care,1,76,Alpha,,,,44650,9,439,,,No,MAX LIQUID 170 ML BOTTLE,,MSKU05400,,No,3000000,50486,SKU06051 MRP-[105],Top15-SubCat,Kitchen Cleaners,Max Liquid Bottle 170ml (MRP 110),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU13625,1770175,Lemon Max Bar 165gm (MRP 37),48,1967,1449,0,0,0,0,0,0,0,Lemon Max Bar 165gm (MRP 37),0,Home & Personal Care,1,Lemon Max,0,0,0,32,5,24,Home Care,1,32,Alpha,,,,47653,28,1364,Core,,No,LEMON MAX BAR 170G,8043,MSKU05360,,No,3000000,40123,SKU13625 MRP-[37],Top15-SubCat,Kitchen Cleaners,Lemon Max Bar 165gm (MRP 37),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU13616,1771721,MaxScrub Scouring Pad - Multi ( 2in1),120,240,63,0,0,0,0,0,0,0,MaxScrub Scouring Pad - Multi ( 2in1),0,Home & Personal Care,1,Lemon Max,0,0,0,49,5,13,Home Care,1,49,Alpha,,,,9692,1,175,,,,MaxScrub Scouring Pad - Multi ( 2in1),9414,MSKU05424,,No,3000000,14905,SKU13616 MRP-[60],,Kitchen Cleaners,MaxScrub Scouring Pad - Multi ( 2in1),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12637,1770123,Max Bar 85G PL (MRP 23),96,11232,3129,0,0,0,0,0,0,0,Max Bar 85G PL (MRP 23),16,Home & Personal Care,32525,Lemon Max,0,0,0,15,5,5,Home Care,1,15,Alpha,,,,48554,24,2260,Core,,,MAX BAR 95GM PL,93174,MSKU05398,ST001-Core,No,3000000,128023,SKU12637 MRP-[23],Top15-SubCat,Kitchen Cleaners,Max Bar 85G PL (MRP 23),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06009,1760851,Express 500g (MRP 225),24,926,315,0,123,25725.75,1,16,40,8366.1,Express 500g (MRP 225),11,Home & Personal Care,55671,Express,17359.65,1,1,5,5,,Home Care,1,5,Alpha,45103,25,125490,66218,13,314,,,,EXPRESS POWER 500Gm,65585,MSKU05358,ST001-Core,Yes,3000000,88515,SKU06009 MRP-[225],,Detergents,Express 500g (MRP 225),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12992,1770234,Lemon Max Bar 290gm PL (MRP 65),36,1440,616,0,0,0,0,0,0,0,Lemon Max Bar 290gm PL (MRP 65),3,Home & Personal Care,6283,Lemon Max,0,0,0,18,5,5,Home Care,1,18,Alpha,,,,45099,20,732,,,,LEMON MAX BAR 315G PL,48024,MSKU05363,ST001-Core,No,3000000,70934,SKU12992 MRP-[65],Top15-SubCat,Kitchen Cleaners,Lemon Max Bar 290gm PL,OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12472,SKU12472,Express Power 1kg (MRP 450),12,578,105,0,110,45476.73,7,8,92,38035.08,Express Power 1kg (MRP 450),6,Home & Personal Care,32468,Express,7441.65,7,8,5,5,,Home Care,1,5,Alpha,45103,19,95372,49763,10,118,Core,,,EXPRESS POWER 1000 GMS PRICE OFF,120909,MSKU05353,ST001-Core,Yes,3000000,207421,SKU12472 MRP-[450],,Detergents,Express Power 1kg (MRP 450),Express
Morinaga,Jugnu Fulfillment Centre - Islamabad,SKU04550,745114675057,BF Chil School 4 Vanilla 900gm,12,7,7,0,16,44341.38,1,4,16,44341.38,BF Chil School 4 Vanilla 900gm,0,Packaged Foods,1,Morinaga,0,1,310390,45,20,,Nutrition,1,45,Alpha,,,,22942,1,8,,,,BF CHIL-SCHOOL 4 VANILLA 900 G,11442,MSKU03892,,Yes,3000000,31450,SKU04550 MRP-[3025],,Baby Nutrition,BF Chil School 4 Vanilla 900gm,Morinaga
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU11451,1770175,Lemon Max Bar 165gm,48,0,1449,0,0,0,0,0,0,0,Lemon Max Bar 165gm,0,Home & Personal Care,1,Lemon Max,0,0,0,97,5,81,Home Care,1,97,Alpha,,,,47653,28,1364,Core,,,LEMON MAX BAR 170G,,MSKU05360,ST001-Core,No,3000000,40123,SKU11451 MRP-[40],Top15-SubCat,Kitchen Cleaners,Lemon Max Bar 165gm (MRP 37),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU13615,1771701,MaxScrub Scouring Pad - Single (R),240,480,203,0,0,0,0,0,0,0,MaxScrub Scouring Pad - Single (R),0,Home & Personal Care,1,Lemon Max,0,0,0,49,5,15,Home Care,1,49,Alpha,,,,6014,1,186,,,No,MaxScrub Scouring Pad - Single (R),2881,MSKU05427,,No,3000000,5795,SKU13615 MRP-[35],,Kitchen Cleaners,MaxScrub Scouring Pad - Single (R),OOS SKU
Morinaga,Jugnu Fulfillment Centre - Islamabad,SKU04559,4902720125260,NL33 Lactose free Formula 350 gm,12,67,21,0,16,39262.47,1,4,16,39262.47,NL33 Lactose free Formula 350 gm,0,Packaged Foods,12644,Morinaga,0,1,22,20,20,,Nutrition,1,20,Alpha,,,,68282,2,27,Core,,,NL-33 350 GmLactose free Formula,45521,MSKU03901,,Yes,3000000,208535,SKU04559 MRP-[2660],,Baby Nutrition,NL33 Lactose free Formula 350 gm,Morinaga
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU12235,SKU12235,MaxScrub Scouring Pad - Multi (M 2in1) (MRP 70),120,0,63,0,0,0,0,0,0,0,MaxScrub Scouring Pad - Multi (M 2in1) (MRP 70),0,Home & Personal Care,1,Lemon Max,0,0,0,97,5,70,Home Care,1,97,Alpha,,,,9692,1,175,,,,MaxScrub Scouring Pad - Multi ( 2in1),,MSKU05424,,No,3000000,14905,SKU12235 MRP-[70],,Kitchen Cleaners,MaxScrub Scouring Pad - Multi ( 2in1),OOS SKU
Colgate Palmolive,Jugnu Fulfillment Centre - Islamabad,SKU06049,1770123,Max Bar 85G PL,96,630,3129,0,3778,87476.57,32,8,3080,71314.94,Max Bar 85G PL,0,Home & Personal Care,1,Lemon Max,16161.63,32,499205,5,5,,Home Care,1,5,Alpha,45103,70,155596,48554,24,2260,Core,,,MAX BAR 95GM PL,,MSKU05398,ST001-Core,Yes,3000000,128023,SKU06049 MRP-[25],Top15-SubCat,Kitchen Cleaners,Max Bar 85G PL (MRP 23),Lemon Max
Morinaga,Jugnu Fulfillment Centre - Islamabad,SKU04545,710535717907,BF Grow 3 300gm Vanilla,24,55,28,0,15,13977.16,0,13,13,12113.54,BF Grow 3 300gm Vanilla,0,Packaged Foods,10564,Morinaga,1863.62,0,8,20,20,,Nutrition,1,20,Alpha,,,,23048,1,24,,,,BF- Grow 3 300 G,30730,MSKU03887,,Yes,3000000,105583,SKU04545 MRP-[1010],,Baby Nutrition,BF Grow 3 300gm Vanilla,Morinaga
